,addresses_roadtype_name,addresses_end_street_number,values_attribute_name,addresses_road_name,values_category,addresses_zip_code,secondary_filters_id,values_value,addresses_town,geo_epgs_4326_y,geo_epgs_4326_x,secondary_filters_name,secondary_filters_tree,addresses_district_name,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,secondary_filters_asia_id,secondary_filters_fullpath,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
12,,,Tel.,Av Pearson,Telèfons,8034,56732068,932030500,BARCELONA,2.1051063522170472,41.39200999937116,Educació primària,651,Les Corts,425185.3640392042,39,﻿75990098691,,True,4,,,21,118,Centre Educatiu Sant Pau,248108,1996-09-18T00:00:00,4582661.709099668,,2021-03-03T22:14:26.968352,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,142040,Pedralbes,True,20001
13,,,Tel.,Pl Fort Pienc,Telèfons,8013,56731070,93 245 11 31,BARCELONA,2.1822830518259897,41.395492544495035,Escoles Bressol municipals,651,Eixample,431641.1752317416,5,﻿99400024814,,True,2,,,5,13,Escola Bressol Municipal El Tren de Fort Pienc,701420,2002-10-30T17:24:31,4582984.571316682,,2021-11-18T12:37:50.080093,65103003000002,Planol BCN >> Educació >> Ensenyament infantil >> Escoles Bressol municipals,,205726,el Fort Pienc,True,20001
14,,,Tel.,C Entença,Telèfons,8029,56731069,677 454 656,BARCELONA,2.145384672271731,41.38346648370963,Ensenyament infantil (3-6 anys),651,Eixample,428543.37861266284,155,﻿99400479447,,True,2,,,9,14,Escola Xirinacs,110803,2017-03-02T09:00:21,4581679.224412815,,2021-03-03T22:15:58.808423,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,229558,la Nova Esquerra de l'Eixample,True,20001
15,,,Tel.,C Entença,Telèfons,8029,56732068,677 454 656,BARCELONA,2.145384672271731,41.38346648370963,Educació primària,651,Eixample,428543.37861266284,155,﻿99400479447,,True,2,,,9,15,Escola Xirinacs,110803,2017-03-02T09:00:21,4581679.224412815,,2021-03-03T22:15:58.808423,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,229558,la Nova Esquerra de l'Eixample,True,20001
16,,,Tel.,Carrer del Consell de Cent,Telèfons,8013,56731069,677455339,Barcelona,2.182749609693285,41.403760750121585,Ensenyament infantil (3-6 anys),651,Eixample,431688.83758231887,550,﻿99400479515,,True,2,,,6,16,Escola Gaia,89004,2017-03-02T13:48:22,4583902.128376463,,2021-10-06T14:43:21.207980,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,229559,la Sagrada Família,True,20001
17,,,Tel.,Carrer del Consell de Cent,Telèfons,8013,56732068,677455339,Barcelona,2.182749609693285,41.403760750121585,Educació primària,651,Eixample,431688.83758231887,550,﻿99400479515,,True,2,,,6,17,Escola Gaia,89004,2017-03-02T13:48:22,4583902.128376463,,2021-10-06T14:43:21.207980,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,229559,la Sagrada Família,True,20001
18,,,Tel.,Carrer del Peñalara,Telèfons,8031,56731069,934295384,Barcelona,2.171035538569442,41.431509045880716,Ensenyament infantil (3-6 anys),651,Nou Barris,430739.17717266624,19,﻿92168165579,,True,8,,,46,18,Escola el Turó,251601,1985-05-10T00:00:00,4586992.021063142,,2021-10-01T10:43:25.980189,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,171725,el Turó de la Peira,True,20001
19,,,Tel.,Carrer del Peñalara,Telèfons,8031,56732068,934295384,Barcelona,2.171035538569442,41.431509045880716,Educació primària,651,Nou Barris,430739.17717266624,19,﻿92168165579,,True,8,,,46,19,Escola el Turó,251601,1985-05-10T00:00:00,4586992.021063142,,2021-10-01T10:43:25.980189,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,171725,el Turó de la Peira,True,20001
20,,,Tel.,C Amílcar,Telèfons,8031,56731069,933571554,BARCELONA,2.1719420571552486,41.429812004212394,Ensenyament infantil (3-6 anys),651,Nou Barris,430813.1164938779,10,﻿92168165605,,True,8,,,44,20,Centre Educatiu FEDAC-Amílcar,14107,1989-11-16T00:00:00,4586802.891921073,,2021-03-03T22:14:26.952086,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,171601,Vilapicina i la Torre Llobeta,True,20001
21,,,Tel.,C Amílcar,Telèfons,8031,56732068,933571554,BARCELONA,2.1719420571552486,41.429812004212394,Educació primària,651,Nou Barris,430813.1164938779,10,﻿92168165605,,True,8,,,44,21,Centre Educatiu FEDAC-Amílcar,14107,1989-11-16T00:00:00,4586802.891921073,,2021-03-03T22:14:26.952086,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,171601,Vilapicina i la Torre Llobeta,True,20001
22,,,Tel.,C Amílcar,Telèfons,8031,56732069,933571554,BARCELONA,2.1719420571552486,41.429812004212394,Educació secundària,651,Nou Barris,430813.1164938779,10,﻿92168165605,,True,8,,,44,22,Centre Educatiu FEDAC-Amílcar,14107,1989-11-16T00:00:00,4586802.891921073,,2021-03-03T22:14:26.952086,65103003001001,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,,171601,Vilapicina i la Torre Llobeta,True,20001
23,,,Tel.,C Casals i Cuberó,Telèfons,8042,56731069,933541302,BARCELONA,2.176593525490849,41.44244762796052,Ensenyament infantil (3-6 anys),651,Nou Barris,431215.10730619705,241,﻿92168165660,,True,8,,,51,23,Escola Marta Mata,70403,1989-03-02T00:00:00,4588201.9843733,,2021-03-03T22:14:55.092862,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,171609,Verdun,True,20001
24,,,Tel.,C Casals i Cuberó,Telèfons,8042,56732068,933541302,BARCELONA,2.176593525490849,41.44244762796052,Educació primària,651,Nou Barris,431215.10730619705,241,﻿92168165660,,True,8,,,51,24,Escola Marta Mata,70403,1989-03-02T00:00:00,4588201.9843733,,2021-03-03T22:14:55.092862,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,171609,Verdun,True,20001
25,,,Tel.,C Ausiàs Marc,Telèfons,8010,56731069,932454998,BARCELONA,2.1787399705974066,41.39356449302054,Ensenyament infantil (3-6 anys),651,Eixample,431342.9521729263,62,﻿92168165664,,True,2,,,5,25,Centre Educatiu Mireia,28305,1985-09-04T00:00:00,4582773.323317132,,2021-03-03T22:14:15.385685,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),(edifici Ausiàs Marc),171610,el Fort Pienc,True,20001
26,,,Tel.,C Ausiàs Marc,Telèfons,8010,56732068,932454998,BARCELONA,2.1787399705974066,41.39356449302054,Educació primària,651,Eixample,431342.9521729263,62,﻿92168165664,,True,2,,,5,26,Centre Educatiu Mireia,28305,1985-09-04T00:00:00,4582773.323317132,,2021-03-03T22:14:15.385685,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,(edifici Ausiàs Marc),171610,el Fort Pienc,True,20001
27,,,Tel.,C Ausiàs Marc,Telèfons,8010,56732069,932454998,BARCELONA,2.1787399705974066,41.39356449302054,Educació secundària,651,Eixample,431342.9521729263,62,﻿92168165664,,True,2,,,5,27,Centre Educatiu Mireia,28305,1985-09-04T00:00:00,4582773.323317132,,2021-03-03T22:14:15.385685,65103003001001,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,(edifici Ausiàs Marc),171610,el Fort Pienc,True,20001
28,,,Tel.,Pg Sant Joan,Telèfons,8010,56731068,932655255,BARCELONA,2.1771071648265155,41.39341607630754,Ensenyament infantil (0-3 anys),651,Eixample,431206.2925041514,31,﻿92086015197,,True,2,,,7,28,Llar d'Infants Esclop,305100,1986-02-10T00:00:00,4582758.141437473,,2021-03-03T22:15:35.485216,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),,164414,la Dreta de l'Eixample,True,20001
29,,,Tel.,C Telègraf,Telèfons,8041,56731069,934504994,BARCELONA,2.172606246971933,41.41755241454136,Ensenyament infantil (3-6 anys),651,Horta-Guinardó,430855.6073610643,58,﻿92168165027,,True,7,,,35,29,Escola Estel-Guinardó,332805,1989-07-27T00:00:00,4585441.31219965,,2021-05-04T09:56:36.853988,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,171786,el Guinardó,True,20001
30,,,Tel.,C Telègraf,Telèfons,8041,56732068,934504994,BARCELONA,2.172606246971933,41.41755241454136,Educació primària,651,Horta-Guinardó,430855.6073610643,58,﻿92168165027,,True,7,,,35,30,Escola Estel-Guinardó,332805,1989-07-27T00:00:00,4585441.31219965,,2021-05-04T09:56:36.853988,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,171786,el Guinardó,True,20001
31,,,Tel.,Passeig de la Font d'en Fargas,Telèfons,8032,56731069,934290971,Barcelona,2.1652379951137792,41.42266294217902,Ensenyament infantil (3-6 anys),651,Horta-Guinardó,430245.3141685381,65,﻿92168165133,,True,7,,,36,31,Escola Font d'en Fargas,136002,1987-09-29T00:00:00,4586014.587486582,,2022-06-09T11:25:22.454485,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,171858,la Font d'en Fargues,True,20001
32,,,Tel.,Passeig de la Font d'en Fargas,Telèfons,8032,56732068,934290971,Barcelona,2.1652379951137792,41.42266294217902,Educació primària,651,Horta-Guinardó,430245.3141685381,65,﻿92168165133,,True,7,,,36,32,Escola Font d'en Fargas,136002,1987-09-29T00:00:00,4586014.587486582,,2022-06-09T11:25:22.454485,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,171858,la Font d'en Fargues,True,20001
33,,,Tel.,C Física,Telèfons,8038,56731069,933318093,BARCELONA,2.1373353221576155,41.36507231839673,Ensenyament infantil (3-6 anys),651,Sants-Montjuïc,427850.0207897697,12,﻿92168165166,,True,3,,,13,33,Centre Educatiu Garbiñe,126202,2002-05-09T10:29:32,4579643.8031357275,,2022-07-08T11:08:47.927508,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,171668,la Marina de Port,True,20001
34,,,Tel.,C Física,Telèfons,8038,56732068,933318093,BARCELONA,2.1373353221576155,41.36507231839673,Educació primària,651,Sants-Montjuïc,427850.0207897697,12,﻿92168165166,,True,3,,,13,34,Centre Educatiu Garbiñe,126202,2002-05-09T10:29:32,4579643.8031357275,,2022-07-08T11:08:47.927508,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,171668,la Marina de Port,True,20001
35,,,Tel.,C Bernat Metge,Telèfons,8019,56731069,933142420,BARCELONA,2.2118106773514707,41.4201659927157,Ensenyament infantil (3-6 anys),651,Sant Martí,434134.5464698674,20,﻿92168165174,,True,10,,,70,35,Escola  Prim,41100,1987-09-30T00:00:00,4585700.909323444,,2021-03-03T22:16:06.181342,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,171670,el Besòs i el Maresme,True,20001
36,,,Tel.,C Bernat Metge,Telèfons,8019,56732068,933142420,BARCELONA,2.2118106773514707,41.4201659927157,Educació primària,651,Sant Martí,434134.5464698674,20,﻿92168165174,,True,10,,,70,36,Escola  Prim,41100,1987-09-30T00:00:00,4585700.909323444,,2021-03-03T22:16:06.181342,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,171670,el Besòs i el Maresme,True,20001
37,,,Tel.,Carrer de Ventura Plaja,Telèfons,8028,56731068,934401814,Barcelona,2.1258505579041276,41.37450601178363,Ensenyament infantil (0-3 anys),651,Sants-Montjuïc,426900.03080118174,36,﻿92168165227,,True,3,,,17,37,Llar d'Infants Guinyol,50905,1984-05-30T00:00:00,4580700.737612062,,2021-07-27T09:59:55.415983,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),,171672,Sants - Badal,True,20001
38,,,Tel.,C Menorca,Telèfons,8020,56731069,933139292,BARCELONA,2.1990702860756914,41.421055653974776,Ensenyament infantil (3-6 anys),651,Sant Martí,433070.79377717717,80,﻿92168166172,,True,10,,,72,38,Centre Educatiu San Rafael,208205,1987-11-19T00:00:00,4585809.447056751,,2021-03-03T22:16:07.481869,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,172743,Sant Martí de Provençals,True,20001
39,,,Tel.,C Menorca,Telèfons,8020,56732068,933139292,BARCELONA,2.1990702860756914,41.421055653974776,Educació primària,651,Sant Martí,433070.79377717717,80,﻿92168166172,,True,10,,,72,39,Centre Educatiu San Rafael,208205,1987-11-19T00:00:00,4585809.447056751,,2021-03-03T22:16:07.481869,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,172743,Sant Martí de Provençals,True,20001
40,,,Tel.,Passatge d'Antonio Ruiz Villalba,Telèfons,8038,56731069,933329346,Barcelona,2.1384266320287693,41.36004942767377,Ensenyament infantil (3-6 anys),651,Sants-Montjuïc,427935.7530754827,6,﻿92168166213,,True,3,,,13,40,Escola Seat,701851,1985-03-12T00:00:00,4579085.263608764,,2021-10-01T08:59:56.993214,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,172750,la Marina de Port,True,20001
41,,,Tel.,Passatge d'Antonio Ruiz Villalba,Telèfons,8038,56732068,933329346,Barcelona,2.1384266320287693,41.36004942767377,Educació primària,651,Sants-Montjuïc,427935.7530754827,6,﻿92168166213,,True,3,,,13,41,Escola Seat,701851,1985-03-12T00:00:00,4579085.263608764,,2021-10-01T08:59:56.993214,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,172750,la Marina de Port,True,20001
42,,,Tel.,C Esports,Telèfons,8017,56731069,932801023,BARCELONA,2.112411119338429,41.40093198985838,Ensenyament infantil (3-6 anys),651,Sarrià-Sant Gervasi,425806.20878850465,9,﻿92168166245,,True,5,,,23,42,Escola Tàber,98854,1987-09-29T00:00:00,4583645.936635669,,2021-07-30T15:17:15.320990,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,172754,Sarrià,True,20001
43,,,Tel.,C Esports,Telèfons,8017,56732068,932801023,BARCELONA,2.112411119338429,41.40093198985838,Educació primària,651,Sarrià-Sant Gervasi,425806.20878850465,9,﻿92168166245,,True,5,,,23,43,Escola Tàber,98854,1987-09-29T00:00:00,4583645.936635669,,2021-07-30T15:17:15.320990,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,172754,Sarrià,True,20001
44,,,Tel.,C Gran de Sant Andreu,Telèfons,8030,56732068,933468602,BARCELONA,2.191187503130866,41.4280766962103,Educació primària,651,Sant Andreu,432419.34894469724,2,﻿92168166287,,True,9,,,60,320,Escola Turó Blau,296202,1987-09-30T00:00:00,4586595.039271057,,2021-03-03T22:16:06.346794,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,172760,Sant Andreu,True,20001
45,,,Tel.,C Sant Quintí,Telèfons,8041,56731069,935537521,BARCELONA,2.175807785588492,41.41508872749402,Ensenyament infantil (3-6 anys),651,Horta-Guinardó,431120.5558447624,89,﻿99400316901,92086003435,True,7,,,35,44,Escola per a Infants,310008,2013-04-29T00:00:00,4585165.244944917,Hospital de la Santa Creu i Sant Pau,2021-03-03T22:14:18.377521,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,225483,el Guinardó,True,20001
46,,,Tel.,C Sant Quintí,Telèfons,8041,56732068,935537521,BARCELONA,2.175807785588492,41.41508872749402,Educació primària,651,Horta-Guinardó,431120.5558447624,89,﻿99400316901,92086003435,True,7,,,35,45,Escola per a Infants,310008,2013-04-29T00:00:00,4585165.244944917,Hospital de la Santa Creu i Sant Pau,2021-03-03T22:14:18.377521,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,225483,el Guinardó,True,20001
47,,,Tel.,C Sant Quintí,Telèfons,8041,56732069,935537521,BARCELONA,2.175807785588492,41.41508872749402,Educació secundària,651,Horta-Guinardó,431120.5558447624,89,﻿99400316901,92086003435,True,7,,,35,46,Escola per a Infants,310008,2013-04-29T00:00:00,4585165.244944917,Hospital de la Santa Creu i Sant Pau,2021-03-03T22:14:18.377521,65103003001001,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,,225483,el Guinardó,True,20001
48,,,Tel.,C Bailèn,Telèfons,8037,56731068,932071670,BARCELONA,2.1638681515643263,41.40220872272126,Ensenyament infantil (0-3 anys),651,Gràcia,430108.92396397266,212,﻿92086004353,,True,6,,,32,47,Llar d'Infants Milton,31300,1984-05-30T00:00:00,4583744.885587224,,2021-03-03T22:15:36.455184,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),,160749,el Camp d'en Grassot i Gràcia Nova,True,20001
49,,,Tel.,Carrer de Sant Adrià,Telèfons,8030,56731069,935416560,Barcelona,2.1908326284827284,41.433793974354174,Ensenyament infantil (3-6 anys),651,Sant Andreu,432395.62904746283,20,﻿99400222548,,True,9,,,60,48,Escola Can Fabra,295709,2009-03-05T12:38:07,4587230.04407906,,2021-10-01T11:09:28.751139,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,222193,Sant Andreu,True,20001
50,,,Tel.,Carrer de Sant Adrià,Telèfons,8030,56732068,935416560,Barcelona,2.1908326284827284,41.433793974354174,Educació primària,651,Sant Andreu,432395.62904746283,20,﻿99400222548,,True,9,,,60,49,Escola Can Fabra,295709,2009-03-05T12:38:07,4587230.04407906,,2021-10-01T11:09:28.751139,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,222193,Sant Andreu,True,20001
51,,,Tel.,C Constitució,Telèfons,8014,56731069,934217150,BARCELONA,2.1378928721475967,41.36993851664152,Ensenyament infantil (3-6 anys),651,Sants-Montjuïc,427902.0251681852,15,﻿92168166156,,True,3,,,16,50,Centre Educatiu FEP Sant Medir,89707,1987-09-29T00:00:00,4580183.57587625,,2022-06-02T10:50:52.641324,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),,172740,la Bordeta,True,20001
52,,,Tel.,C Constitució,Telèfons,8014,56732068,934217150,BARCELONA,2.1378928721475967,41.36993851664152,Educació primària,651,Sants-Montjuïc,427902.0251681852,15,﻿92168166156,,True,3,,,16,51,Centre Educatiu FEP Sant Medir,89707,1987-09-29T00:00:00,4580183.57587625,,2022-06-02T10:50:52.641324,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,,172740,la Bordeta,True,20001
53,,,Tel.,C Constitució,Telèfons,8014,56732069,934217150,BARCELONA,2.1378928721475967,41.36993851664152,Educació secundària,651,Sants-Montjuïc,427902.0251681852,15,﻿92168166156,,True,3,,,16,52,Centre Educatiu FEP Sant Medir,89707,1987-09-29T00:00:00,4580183.57587625,,2022-06-02T10:50:52.641324,65103003001001,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,,172740,la Bordeta,True,20001
54,,,Tel.,C Mossèn Josep Bundó,Telèfons,8032,56731068,934293641,BARCELONA,2.167172769672243,41.427081935011756,Ensenyament infantil (0-3 anys),651,Horta-Guinardó,430411.7084519772,6,﻿92086003497,,True,7,,,36,53,Escola Bressol Municipal Cargol,280304,1984-05-30T00:00:00,4586503.623754933,,2021-07-01T18:10:15.940051,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),,160442,la Font d'en Fargues,True,20001
55,,,Tel.,C Mossèn Josep Bundó,Telèfons,8032,56731070,934293641,BARCELONA,2.167172769672243,41.427081935011756,Escoles Bressol municipals,651,Horta-Guinardó,430411.7084519772,6,﻿92086003497,,True,7,,,36,54,Escola Bressol Municipal Cargol,280304,1984-05-30T00:00:00,4586503.623754933,,2021-07-01T18:10:15.940051,65103003000002,Planol BCN >> Educació >> Ensenyament infantil >> Escoles Bressol municipals,,160442,la Font d'en Fargues,True,20001
56,,,Tel.,C Borgonya,Telèfons,8042,56731068,933536191,BARCELONA,2.169893227974194,41.43525443358374,Ensenyament infantil (0-3 anys),651,Nou Barris,430647.7219744981,6,﻿92086023431,,True,8,,,48,55,Llar d'Infants La Lluna,45950,1987-11-11T00:00:00,4587408.745984378,,2021-03-03T22:15:36.023331,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),,166597,la Guineueta,True,20001
57,,,Tel.,C Brusi,Telèfons,8006,56731068,932093145,BARCELONA,2.1455119693132745,41.40112157896501,Ensenyament infantil (0-3 anys),651,Sarrià-Sant Gervasi,428573.3519052428,39,﻿92086023486,,True,5,,,26,56,Llar d'Infants Brusi,50202,1987-11-12T00:00:00,4583639.164297506,,2021-03-03T22:15:39.856640,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),,166601,Sant Gervasi - Galvany,True,20001
58,,,Tel.,C Musitu,Telèfons,8023,56731068,934182639,BARCELONA,2.1403808444422943,41.40581428055299,Ensenyament infantil (0-3 anys),651,Sarrià-Sant Gervasi,428149.6069101214,13,﻿99400082555,,True,5,,,27,57,Llar d'Infants Piolets,224700,2004-04-26T23:29:44,4584164.386085515,,2021-03-03T22:16:05.266414,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),,211400,el Putxet i el Farró,True,20001
